step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_fact_left;prof_fact_right;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
1905;-32.205;-35.256;-0.698;-8.375;-3.9;-4.57;-4.57;-5.561;-0.861;47.399;50.0;-50.0;70.0;10.0
1906;-32.067;-35.043;-0.752;-8.479;-3.877;-4.473;-4.473;-5.524;-0.744;47.139;50.0;-50.0;70.0;10.0
1907;-31.931;-34.83;-0.802;-8.583;-3.853;-4.374;-4.374;-5.483;-0.627;46.878;50.0;-50.0;70.0;10.0
1908;-31.796;-34.617;-0.85;-8.167;-3.829;-4.272;-4.272;-5.435;-0.51;46.614;50.0;-50.0;70.0;10.0
1909;-31.662;-34.404;-0.895;-7.127;-3.805;-4.166;-4.166;-5.38;-0.393;46.349;50.0;-50.0;70.0;10.0
1910;-31.529;-34.19;-0.937;-6.71;-3.782;-4.056;-4.056;-5.32;-0.276;46.081;50.0;-50.0;70.0;10.0
1911;-31.397;-33.977;-0.976;-6.502;-3.758;-3.943;-3.943;-5.253;-0.159;45.812;50.0;-50.0;70.0;10.0
1912;-31.265;-33.764;-1.013;-6.502;-3.734;-3.826;-3.826;-5.18;-0.042;45.541;50.0;-50.0;70.0;10.0
1913;-31.134;-33.551;-1.048;-7.959;-3.711;-3.704;-3.704;-5.1;0.076;45.267;50.0;-50.0;70.0;10.0
1914;-31.002;-33.338;-1.08;-8.999;-3.687;-3.579;-3.579;-5.015;0.193;44.992;50.0;-50.0;70.0;10.0
1915;-30.87;-33.125;-1.11;-9.415;-3.663;-3.449;-3.449;-4.923;0.31;44.714;50.0;-50.0;70.0;10.0
1916;-30.738;-32.912;-1.139;-8.791;-3.639;-3.314;-3.314;-4.825;0.427;44.435;50.0;-50.0;70.0;10.0
1917;-30.606;-32.699;-1.165;-7.751;-3.616;-3.174;-3.174;-4.72;0.544;44.153;50.0;-50.0;70.0;10.0
1918;-30.473;-32.485;-1.189;-7.543;-3.592;-3.03;-3.03;-4.609;0.661;43.869;50.0;-50.0;70.0;10.0
1919;-30.34;-32.272;-1.211;-7.439;-3.568;-2.882;-2.882;-4.492;0.778;43.584;50.0;-50.0;70.0;10.0
1920;-30.207;-32.059;-1.232;-7.543;-3.545;-2.729;-2.729;-4.368;0.895;43.296;50.0;-50.0;70.0;10.0
1921;-30.072;-31.846;-1.251;-7.127;-3.521;-2.572;-2.572;-4.238;1.013;43.006;50.0;-50.0;70.0;10.0
1922;-29.936;-31.633;-1.269;-6.71;-3.497;-2.411;-2.411;-4.102;1.13;42.715;50.0;-50.0;70.0;10.0
1923;-29.8;-31.42;-1.285;-7.751;-3.473;-2.246;-2.246;-3.96;1.247;42.421;50.0;-50.0;70.0;10.0
1924;-29.661;-31.207;-1.3;-7.127;-3.45;-2.077;-2.077;-3.812;1.364;42.125;50.0;-50.0;70.0;10.0
1925;-29.52;-30.994;-1.314;-7.127;-3.426;-1.905;-1.905;-3.658;1.481;41.827;50.0;-50.0;70.0;10.0
1926;-29.377;-30.781;-1.327;-6.71;-3.402;-1.729;-1.729;-3.499;1.598;41.527;50.0;-50.0;70.0;10.0
1927;-29.231;-30.567;-1.338;-5.254;-3.379;-1.55;-1.55;-3.335;1.715;41.225;50.0;-50.0;70.0;10.0
1928;-29.083;-30.354;-1.349;-7.127;-3.355;-1.369;-1.369;-3.167;1.832;40.921;50.0;-50.0;70.0;10.0
1929;-28.932;-30.141;-1.359;-7.543;-3.331;-1.186;-1.186;-2.997;1.949;40.615;50.0;-50.0;70.0;10.0
1930;-28.778;-29.928;-1.368;-6.919;-3.307;-1.001;-1.001;-2.825;2.067;40.307;50.0;-50.0;70.0;10.0
1931;-28.621;-29.715;-1.377;-5.67;-3.284;-0.813;-0.813;-2.651;2.184;39.996;50.0;-50.0;70.0;10.0
1932;-28.462;-29.502;-1.385;-5.046;-3.26;-0.624;-0.624;-2.474;2.301;39.684;50.0;-50.0;70.0;10.0
1933;-28.299;-29.289;-1.392;-5.358;-3.236;-0.433;-0.433;-2.296;2.418;39.369;50.0;-50.0;70.0;10.0
1934;-28.133;-29.076;-1.4;-5.878;-3.213;-0.24;-0.24;-2.116;2.535;39.053;50.0;-50.0;70.0;10.0
1935;-27.964;-28.862;-1.407;-5.358;-3.189;-0.045;-0.045;-1.935;2.652;38.734;50.0;-50.0;70.0;10.0
1936;-27.792;-28.649;-1.413;-5.046;-3.165;0.151;0.151;-1.752;2.769;38.413;50.0;-50.0;70.0;10.0
1937;-27.616;-28.436;-1.42;3.9;-3.141;0.349;0.349;-1.568;2.886;38.09;50.0;-50.0;70.0;10.0
1938;-27.436;-28.223;-1.427;8.892;-3.118;0.548;0.548;-1.383;3.004;37.765;50.0;-50.0;70.0;10.0
1939;-27.253;-28.01;-1.434;-4.422;-3.094;0.749;0.749;-1.197;3.121;37.438;50.0;-50.0;70.0;10.0
1940;-27.067;-27.797;-1.442;-13.368;-3.07;0.951;0.951;-1.01;3.238;37.109;50.0;-50.0;70.0;10.0
1941;-26.878;-27.584;-1.449;-13.992;-3.047;1.154;1.154;-0.823;3.355;36.777;50.0;-50.0;70.0;10.0
1942;-26.687;-27.371;-1.458;-14.824;-3.023;1.358;1.358;-0.635;3.472;36.444;50.0;-50.0;70.0;10.0
1943;-26.492;-27.157;-1.466;-12.952;-2.999;1.562;1.562;-0.448;3.589;36.108;50.0;-50.0;70.0;10.0
1944;-26.295;-26.944;-1.476;-10.247;-2.975;1.766;1.766;-0.262;3.706;35.77;50.0;-50.0;70.0;10.0
1945;-26.096;-26.731;-1.486;-9.207;-2.952;1.971;1.971;-0.078;3.823;35.43;50.0;-50.0;70.0;10.0
1946;-25.895;-26.518;-1.497;-9.207;-2.928;2.176;2.176;0.104;3.936;35.088;50.0;-50.0;70.0;10.0
1947;-25.691;-26.305;-1.509;-9.207;-2.904;2.381;2.381;0.284;3.979;34.744;50.0;-50.0;70.0;10.0
1948;-25.485;-26.092;-1.521;-8.791;-2.881;2.586;2.586;0.462;4.021;34.398;50.0;-50.0;70.0;10.0
1949;-25.278;-25.879;-1.535;-8.375;-2.857;2.792;2.792;0.637;4.064;34.049;50.0;-50.0;70.0;10.0
1950;-25.068;-25.666;-1.549;-8.375;-2.833;2.997;2.997;0.81;4.106;33.699;50.0;-50.0;70.0;10.0
1951;-24.858;-25.453;-1.564;-8.999;-2.809;3.203;3.203;0.981;4.149;33.348;50.0;-50.0;70.0;10.0
1952;-24.645;-25.239;-1.58;-9.207;-2.786;3.41;3.41;1.149;4.191;32.994;50.0;-50.0;70.0;10.0
1953;-24.43;-25.026;-1.596;-8.583;-2.762;3.617;3.617;1.316;4.234;32.639;50.0;-50.0;70.0;10.0
1954;-24.214;-24.813;-1.613;-8.375;-2.738;3.825;3.825;1.48;4.276;32.282;50.0;-50.0;70.0;10.0
1955;-23.995;-24.6;-1.631;-8.791;-2.715;4.034;4.034;1.642;4.319;31.925;50.0;-50.0;70.0;10.0
1956;-23.775;-24.387;-1.649;-8.791;-2.691;4.243;4.243;1.803;4.361;31.566;50.0;-50.0;70.0;10.0
1957;-23.553;-24.174;-1.667;-8.167;-2.667;4.453;4.453;1.962;4.403;31.205;50.0;-50.0;70.0;10.0
1958;-23.329;-23.961;-1.685;-7.335;-2.643;4.662;4.662;2.119;4.446;30.844;50.0;-50.0;70.0;10.0
1959;-23.104;-23.748;-1.704;-6.919;-2.62;4.872;4.872;2.275;4.488;30.482;50.0;-50.0;70.0;10.0
1960;-22.876;-23.534;-1.723;-7.543;-2.596;5.081;5.081;2.43;4.531;30.119;50.0;-50.0;70.0;10.0
1961;-22.647;-23.321;-1.743;-7.959;-2.572;5.288;5.288;2.583;4.573;29.755;50.0;-50.0;70.0;10.0
1962;-22.417;-23.108;-1.762;-5.67;-2.549;5.494;5.494;2.735;4.616;29.391;50.0;-50.0;70.0;10.0
1963;-22.185;-22.895;-1.781;-4.838;-2.525;5.698;5.698;2.885;4.658;29.026;50.0;-50.0;70.0;10.0
1964;-21.952;-22.682;-1.801;-5.046;-2.501;5.9;5.9;3.035;4.701;28.66;50.0;-50.0;70.0;10.0
1965;-21.717;-22.469;-1.82;-5.67;-2.477;6.098;6.098;3.184;4.743;28.294;50.0;-50.0;70.0;10.0
1966;-21.481;-22.256;-1.84;-6.086;-2.454;6.292;6.292;3.332;4.786;27.928;50.0;-50.0;70.0;10.0
1967;-21.243;-22.043;-1.859;-5.462;-2.43;6.483;6.483;3.478;4.828;27.562;50.0;-50.0;70.0;10.0
1968;-21.005;-21.829;-1.878;-3.798;-2.406;6.669;6.669;3.624;4.87;27.196;50.0;-50.0;70.0;10.0
1969;-20.766;-21.616;-1.897;-4.63;-2.383;6.85;6.85;3.768;4.913;26.83;50.0;-50.0;70.0;10.0
1970;-20.527;-21.403;-1.915;-4.838;-2.359;7.025;7.025;3.912;4.955;26.464;50.0;-50.0;70.0;10.0
1971;-20.287;-21.19;-1.934;-4.63;-2.335;7.195;7.195;4.055;4.998;26.098;50.0;-50.0;70.0;10.0
1972;-20.047;-20.977;-1.951;-2.55;-2.311;7.359;7.359;4.197;5.04;25.733;50.0;-50.0;70.0;10.0
1973;-19.806;-20.764;-1.969;-2.134;-2.288;7.518;7.518;4.338;5.083;25.368;50.0;-50.0;70.0;10.0
1974;-19.566;-20.551;-1.985;-6.502;-2.264;7.671;7.671;4.479;5.125;25.003;50.0;-50.0;70.0;10.0
1975;-19.327;-20.338;-2.002;-4.838;-2.24;7.818;7.818;4.62;5.168;24.64;50.0;-50.0;70.0;10.0
1976;-19.088;-20.125;-2.017;-3.174;-2.217;7.96;7.96;4.761;5.21;24.277;50.0;-50.0;70.0;10.0
1977;-18.849;-19.911;-2.032;-3.174;-2.193;8.097;8.097;4.902;5.252;23.915;50.0;-50.0;70.0;10.0
1978;-18.612;-19.698;-2.046;-4.838;-2.169;8.228;8.228;5.043;5.295;23.554;50.0;-50.0;70.0;10.0
1979;-18.376;-19.485;-2.06;-5.046;-2.145;8.353;8.353;5.185;5.337;23.194;50.0;-50.0;70.0;10.0
1980;-18.141;-19.272;-2.072;-2.966;-2.122;8.472;8.472;5.327;5.38;22.835;50.0;-50.0;70.0;10.0
1981;-17.908;-19.059;-2.084;-2.758;-2.098;8.586;8.586;5.47;5.422;22.477;50.0;-50.0;70.0;10.0
1982;-17.677;-18.846;-2.095;-1.926;-2.074;8.694;8.694;5.614;5.465;22.121;50.0;-50.0;70.0;10.0
1983;-17.447;-18.633;-2.104;-4.214;-2.051;8.797;8.797;5.761;5.507;21.766;50.0;-50.0;70.0;10.0
1984;-17.218;-18.42;-2.113;-3.798;-2.027;8.894;8.894;5.909;5.55;21.413;50.0;-50.0;70.0;10.0
1985;-16.991;-18.206;-2.121;-1.718;-2.003;8.985;8.985;6.058;5.592;21.061;50.0;-50.0;70.0;10.0
1986;-16.764;-17.993;-2.127;-1.926;-1.979;9.072;9.072;6.209;5.635;20.711;50.0;-50.0;70.0;10.0
1987;-16.539;-17.78;-2.132;-2.966;-1.956;9.153;9.153;6.361;5.677;20.363;50.0;-50.0;70.0;10.0
1988;-16.316;-17.567;-2.136;-2.55;-1.932;9.228;9.228;6.513;5.719;20.017;50.0;-50.0;70.0;10.0
1989;-16.094;-17.354;-2.139;-2.758;-1.908;9.298;9.298;6.666;5.762;19.674;50.0;-50.0;70.0;10.0
1990;-15.872;-17.141;-2.14;-3.174;-1.885;9.362;9.362;6.818;5.804;19.332;50.0;-50.0;70.0;10.0
1991;-15.652;-16.928;-2.14;-2.966;-1.861;9.421;9.421;6.969;5.847;18.992;50.0;-50.0;70.0;10.0
1992;-15.432;-16.715;-2.138;-2.966;-1.837;9.474;9.474;7.118;5.889;18.655;50.0;-50.0;70.0;10.0
1993;-15.213;-16.501;-2.135;-3.174;-1.813;9.521;9.521;7.264;5.932;18.321;50.0;-50.0;70.0;10.0
1994;-14.994;-16.288;-2.13;-3.174;-1.79;9.562;9.562;7.408;5.974;17.988;50.0;-50.0;70.0;10.0
1995;-14.776;-16.075;-2.124;-3.174;-1.766;9.597;9.597;7.549;6.017;17.659;50.0;-50.0;70.0;10.0
1996;-14.558;-15.862;-2.116;-2.966;-1.742;9.625;9.625;7.686;6.059;17.332;50.0;-50.0;70.0;10.0
1997;-14.341;-15.649;-2.106;-3.174;-1.719;9.646;9.646;7.82;6.102;17.009;50.0;-50.0;70.0;10.0
1998;-14.124;-15.436;-2.094;-3.382;-1.695;9.661;9.661;7.95;6.144;16.688;50.0;-50.0;70.0;10.0
1999;-13.908;-15.223;-2.08;-3.59;-1.671;9.67;9.67;8.077;6.186;16.37;50.0;-50.0;70.0;10.0
2000;-13.693;-15.01;-2.065;10.141;-1.647;9.673;9.673;8.199;6.229;16.055;50.0;-50.0;70.0;10.0
2001;-13.478;-14.797;-2.048;15.966;-1.624;9.67;9.67;8.318;6.229;15.744;50.0;-50.0;70.0;10.0
2002;-13.264;-14.583;-2.028;-2.342;-1.6;9.662;9.662;8.432;6.229;15.436;50.0;-50.0;70.0;10.0
2003;-13.051;-14.37;-2.007;-13.576;-1.576;9.649;9.649;8.543;6.229;15.131;50.0;-50.0;70.0;10.0
2004;-12.838;-14.157;-1.984;-9.207;-1.553;9.631;9.631;8.65;6.229;14.83;50.0;-50.0;70.0;10.0
2005;-12.626;-13.944;-1.96;-6.919;-1.529;9.608;9.608;8.752;6.229;14.531;50.0;-50.0;70.0;10.0
2006;-12.415;-13.731;-1.934;-6.294;-1.505;9.581;9.581;8.85;6.229;14.236;50.0;-50.0;70.0;10.0
2007;-12.206;-13.518;-1.906;-5.462;-1.481;9.55;9.55;8.943;6.229;13.945;50.0;-50.0;70.0;10.0
2008;-11.998;-13.305;-1.876;-4.422;-1.458;9.516;9.516;9.032;6.229;13.656;50.0;-50.0;70.0;10.0
2009;-11.791;-13.092;-1.846;-4.422;-1.434;9.479;9.479;9.116;6.229;13.371;50.0;-50.0;70.0;10.0
2010;-11.586;-12.878;-1.813;-4.422;-1.41;9.439;9.439;9.194;6.229;13.089;50.0;-50.0;70.0;10.0
2011;-11.383;-12.665;-1.78;-4.214;-1.387;9.396;9.396;9.268;6.229;12.81;50.0;-50.0;70.0;10.0
2012;-11.182;-12.452;-1.745;-4.214;-1.363;9.351;9.351;9.336;6.229;12.535;50.0;-50.0;70.0;10.0
2013;-10.984;-12.239;-1.709;-4.422;-1.339;9.304;9.304;9.399;6.229;12.263;50.0;-50.0;70.0;10.0
2014;-10.787;-12.026;-1.672;-4.214;-1.315;9.257;9.257;9.457;6.229;11.994;50.0;-50.0;70.0;10.0
2015;-10.593;-11.813;-1.634;-4.422;-1.292;9.209;9.209;9.51;6.229;11.728;50.0;-50.0;70.0;10.0
2016;-10.401;-11.6;-1.595;-4.63;-1.268;9.16;9.16;9.557;6.229;11.466;50.0;-50.0;70.0;10.0
2017;-10.211;-11.387;-1.555;-4.214;-1.244;9.113;9.113;9.6;6.229;11.207;50.0;-50.0;70.0;10.0
2018;-10.024;-11.173;-1.514;-4.214;-1.221;9.067;9.067;9.638;6.229;10.951;50.0;-50.0;70.0;10.0
2019;-9.84;-10.96;-1.472;-4.006;-1.197;9.023;9.023;9.671;6.229;10.698;50.0;-50.0;70.0;10.0
2020;-9.659;-10.747;-1.43;-3.798;-1.173;8.983;8.983;9.701;6.229;10.449;50.0;-50.0;70.0;10.0
2021;-9.48;-10.534;-1.387;-3.59;-1.149;8.945;8.945;9.727;6.229;10.202;50.0;-50.0;70.0;10.0
2022;-9.304;-10.321;-1.343;-5.254;-1.126;8.913;8.913;9.75;6.229;9.96;50.0;-50.0;70.0;10.0
2023;-9.129;-10.108;-1.299;-4.63;-1.102;8.886;8.886;9.77;6.229;9.72;50.0;-50.0;70.0;10.0
2024;-8.957;-9.895;-1.254;-4.838;-1.078;8.865;8.865;9.788;6.229;9.484;50.0;-50.0;70.0;10.0
2025;-8.786;-9.682;-1.209;-4.838;-1.055;8.851;8.851;9.803;6.229;9.25;50.0;-50.0;70.0;10.0
2026;-8.617;-9.469;-1.163;-5.254;-1.031;8.842;8.842;9.815;6.229;9.021;50.0;-50.0;70.0;10.0
2027;-8.449;-9.255;-1.117;-5.462;-1.007;8.84;8.84;9.824;6.229;8.794;50.0;-50.0;70.0;10.0
2028;-8.283;-9.042;-1.071;-5.67;-0.983;8.844;8.844;9.83;6.229;8.57;50.0;-50.0;70.0;10.0
2029;-8.118;-8.829;-1.025;-5.462;-0.96;8.854;8.854;9.832;6.229;8.35;50.0;-50.0;70.0;10.0
2030;-7.955;-8.616;-0.978;-5.878;-0.936;8.871;8.871;9.831;6.229;8.133;50.0;-50.0;70.0;10.0
2031;-7.792;-8.403;-0.932;-5.462;-0.912;8.894;8.894;9.827;6.229;7.92;50.0;-50.0;70.0;10.0
2032;-7.631;-8.19;-0.886;-5.878;-0.889;8.922;8.922;9.819;6.229;7.709;50.0;-50.0;70.0;10.0
2033;-7.471;-7.977;-0.839;-6.71;-0.865;8.957;8.957;9.808;6.229;7.502;50.0;-50.0;70.0;10.0
2034;-7.312;-7.764;-0.793;-6.71;-0.841;8.998;8.998;9.793;6.229;7.298;50.0;-50.0;70.0;10.0
2035;-7.155;-7.55;-0.747;-7.335;-0.817;9.045;9.045;9.774;6.229;7.098;50.0;-50.0;70.0;10.0
2036;-6.998;-7.337;-0.702;-7.335;-0.794;9.097;9.097;9.752;6.229;6.9;50.0;-50.0;70.0;10.0
2037;-6.844;-7.124;-0.656;-6.919;-0.77;9.154;9.154;9.725;6.229;6.706;50.0;-50.0;70.0;10.0
2038;-6.691;-6.911;-0.611;-6.502;-0.746;9.216;9.216;9.695;6.229;6.515;50.0;-50.0;70.0;10.0
2039;-6.539;-6.698;-0.567;-6.919;-0.723;9.283;9.283;9.661;6.229;6.327;50.0;-50.0;70.0;10.0
2040;-6.39;-6.485;-0.523;-7.335;-0.699;9.354;9.354;9.624;6.229;6.143;50.0;-50.0;70.0;10.0
2041;-6.241;-6.272;-0.48;-6.919;-0.675;9.429;9.429;9.583;6.229;5.961;50.0;-50.0;70.0;10.0
2042;-6.095;-6.059;-0.437;-5.878;-0.651;9.508;9.508;9.54;6.229;5.783;50.0;-50.0;70.0;10.0
2043;-5.95;-5.846;-0.395;-5.462;-0.628;9.591;9.591;9.494;6.229;5.609;50.0;-50.0;70.0;10.0
2044;-5.807;-5.632;-0.354;-5.254;-0.604;9.677;9.677;9.447;6.229;5.437;50.0;-50.0;70.0;10.0
2045;-5.666;-5.419;-0.314;-4.838;-0.58;9.766;9.766;9.398;6.229;5.269;50.0;-50.0;70.0;10.0
2046;-5.529;-5.206;-0.275;-4.006;-0.557;9.858;9.858;9.349;6.229;5.104;50.0;-50.0;70.0;10.0
2047;-5.393;-4.993;-0.237;-6.502;-0.533;9.954;9.954;9.301;6.229;4.942;50.0;-50.0;70.0;10.0
2048;-5.261;-4.78;-0.199;-7.751;-0.509;10.053;10.053;9.252;6.229;4.783;50.0;-50.0;70.0;10.0
2049;-5.132;-4.567;-0.163;-6.086;-0.485;10.155;10.155;9.205;6.229;4.628;50.0;-50.0;70.0;10.0
2050;-5.006;-4.354;-0.128;-4.214;-0.462;10.261;10.261;9.159;6.229;4.476;50.0;-50.0;70.0;10.0
2051;-4.883;-4.141;-0.095;-3.798;-0.438;10.371;10.371;9.114;6.229;4.327;50.0;-50.0;70.0;10.0
2052;-4.762;-3.927;-0.062;-4.006;-0.414;10.484;10.484;9.071;6.229;4.181;50.0;-50.0;70.0;10.0
2053;-4.644;-3.714;-0.031;-4.422;-0.391;10.601;10.601;9.03;6.229;4.038;50.0;-50.0;70.0;10.0
2054;-4.528;-3.501;-0.002;-4.214;-0.367;10.721;10.721;8.991;6.229;3.899;50.0;-50.0;70.0;10.0
2055;-4.416;-3.427;0.027;-3.798;-0.359;10.843;10.843;8.954;6.298;3.763;50.0;-50.0;70.0;10.0
2056;-4.306;-3.36;0.053;-3.174;-0.352;10.967;10.967;8.92;6.372;3.63;50.0;-50.0;70.0;10.0
2057;-4.198;-3.293;0.078;-7.543;-0.346;11.093;11.093;8.887;6.445;3.501;50.0;-50.0;70.0;10.0
2058;-4.093;-3.226;0.102;-7.959;-0.339;11.221;11.221;8.857;6.519;3.374;50.0;-50.0;70.0;10.0
2059;-3.99;-3.159;0.124;-6.086;-0.332;11.35;11.35;8.829;6.592;3.251;50.0;-50.0;70.0;10.0
2060;-3.889;-3.093;0.145;-4.214;-0.325;11.48;11.48;8.804;6.665;3.131;50.0;-50.0;70.0;10.0
2061;-3.79;-3.026;0.165;-3.382;-0.319;11.61;11.61;8.782;6.739;3.014;50.0;-50.0;70.0;10.0
2062;-3.692;-2.959;0.183;-4.214;-0.312;11.74;11.74;8.763;6.812;2.9;50.0;-50.0;70.0;10.0
2063;-3.597;-2.892;0.2;-4.006;-0.305;11.869;11.869;8.747;6.886;2.789;50.0;-50.0;70.0;10.0
2064;-3.503;-2.825;0.216;-2.966;-0.298;11.998;11.998;8.734;6.959;2.681;50.0;-50.0;70.0;10.0
2065;-3.409;-2.759;0.23;-1.926;-0.292;12.125;12.125;8.726;7.033;2.577;50.0;-50.0;70.0;10.0
2066;-3.317;-2.692;0.243;-1.926;-0.285;12.25;12.25;8.721;7.106;2.475;50.0;-50.0;70.0;10.0
2067;-3.226;-2.625;0.255;-1.926;-0.278;12.374;12.374;8.72;7.179;2.376;50.0;-50.0;70.0;10.0
2068;-3.136;-2.558;0.266;-1.51;-0.271;12.495;12.495;8.724;7.253;2.281;50.0;-50.0;70.0;10.0
2069;-3.047;-2.492;0.275;-0.885;-0.264;12.613;12.613;8.732;7.326;2.188;50.0;-50.0;70.0;10.0
2070;-2.958;-2.425;0.284;-0.469;-0.258;12.728;12.728;8.743;7.4;2.098;50.0;-50.0;70.0;10.0
2071;-2.869;-2.358;0.291;-0.261;-0.251;12.839;12.839;8.759;7.473;2.011;50.0;-50.0;70.0;10.0
2072;-2.782;-2.291;0.297;0.363;-0.244;12.946;12.946;8.779;7.546;1.928;50.0;-50.0;70.0;10.0
2073;-2.694;-2.224;0.302;0.571;-0.237;13.048;13.048;8.802;7.62;1.847;50.0;-50.0;70.0;10.0
2074;-2.607;-2.158;0.306;0.363;-0.231;13.145;13.145;8.829;7.693;1.769;50.0;-50.0;70.0;10.0
2075;-2.52;-2.091;0.31;-0.053;-0.224;13.237;13.237;8.858;7.767;1.694;50.0;-50.0;70.0;10.0
2076;-2.434;-2.024;0.312;0.363;-0.217;13.322;13.322;8.89;7.84;1.622;50.0;-50.0;70.0;10.0
2077;-2.349;-1.957;0.313;0.363;-0.21;13.401;13.401;8.924;7.913;1.552;50.0;-50.0;70.0;10.0
2078;-2.264;-1.89;0.313;-0.053;-0.204;13.472;13.472;8.96;7.987;1.486;50.0;-50.0;70.0;10.0
2079;-2.181;-1.824;0.312;-0.053;-0.197;13.536;13.536;8.997;8.06;1.422;50.0;-50.0;70.0;10.0
2080;-2.1;-1.757;0.311;0.363;-0.19;13.593;13.593;9.036;8.134;1.361;50.0;-50.0;70.0;10.0
2081;-2.02;-1.69;0.308;1.195;-0.183;13.643;13.643;9.077;8.207;1.303;50.0;-50.0;70.0;10.0
2082;-1.941;-1.623;0.305;0.987;-0.177;13.685;13.685;9.119;8.281;1.248;50.0;-50.0;70.0;10.0
2083;-1.863;-1.557;0.301;0.571;-0.17;13.72;13.72;9.162;8.354;1.195;50.0;-50.0;70.0;10.0
2084;-1.788;-1.49;0.296;0.779;-0.163;13.748;13.748;9.208;8.427;1.145;50.0;-50.0;70.0;10.0
2085;-1.713;-1.423;0.29;0.779;-0.156;13.768;13.768;9.254;8.501;1.098;50.0;-50.0;70.0;10.0
2086;-1.64;-1.356;0.283;1.195;-0.149;13.782;13.782;9.302;8.574;1.054;50.0;-50.0;70.0;10.0
2087;-1.569;-1.289;0.276;1.195;-0.143;13.789;13.789;9.351;8.648;1.012;50.0;-50.0;70.0;10.0
2088;-1.5;-1.223;0.268;0.987;-0.136;13.789;13.789;9.402;8.721;0.973;50.0;-50.0;70.0;10.0
2089;-1.432;-1.156;0.26;0.779;-0.129;13.783;13.783;9.454;8.794;0.936;50.0;-50.0;70.0;10.0
2090;-1.365;-1.089;0.251;0.571;-0.122;13.772;13.772;9.507;8.868;0.902;50.0;-50.0;70.0;10.0
2091;-1.299;-1.022;0.241;0.363;-0.116;13.755;13.755;9.562;8.941;0.871;50.0;-50.0;70.0;10.0
2092;-1.235;-0.955;0.23;0.155;-0.109;13.732;13.732;9.618;9.015;0.843;50.0;-50.0;70.0;10.0
2093;-1.171;-0.889;0.219;0.571;-0.102;13.706;13.706;9.675;9.088;0.817;50.0;-50.0;70.0;10.0
2094;-1.109;-0.822;0.208;0.571;-0.095;13.674;13.674;9.733;9.162;0.793;50.0;-50.0;70.0;10.0
2095;-1.048;-0.755;0.196;0.779;-0.089;13.639;13.639;9.791;9.235;0.772;50.0;-50.0;70.0;10.0
2096;-0.988;-0.688;0.183;1.195;-0.082;13.599;13.599;9.849;9.308;0.754;50.0;-50.0;70.0;10.0
2097;-0.93;-0.622;0.17;0.987;-0.075;13.556;13.556;9.907;9.382;0.738;50.0;-50.0;70.0;10.0
2098;-0.872;-0.555;0.157;0.779;-0.068;13.509;13.509;9.963;9.455;0.724;50.0;-50.0;70.0;10.0
2099;-0.815;-0.488;0.143;0.779;-0.062;13.458;13.458;10.019;9.529;0.714;50.0;-50.0;70.0;10.0
2100;-0.758;-0.421;0.128;0.987;-0.055;13.404;13.404;10.073;9.602;0.705;50.0;-50.0;70.0;10.0
2101;-0.7;-0.354;0.113;0.363;-0.048;13.347;13.347;10.124;9.675;0.699;50.0;-50.0;70.0;10.0
2102;-0.642;-0.288;0.098;0.571;-0.041;13.286;13.286;10.172;9.749;0.695;50.0;-50.0;70.0;10.0
2103;-0.584;-0.221;0.083;0.987;-0.035;13.22;13.22;10.216;9.822;0.694;50.0;-50.0;70.0;10.0
2104;-0.525;-0.154;0.067;0.571;-0.028;13.151;13.151;10.255;9.896;0.696;50.0;-50.0;70.0;10.0
2105;-0.466;-0.087;0.051;0.779;-0.021;13.077;13.077;10.29;9.969;0.699;50.0;-50.0;70.0;10.0
2106;-0.408;-0.02;0.035;0.571;-0.014;12.998;12.998;10.319;10.043;0.705;50.0;-50.0;70.0;10.0
2107;-0.35;0.046;0.019;-0.053;-0.007;12.916;12.916;10.344;10.116;0.713;50.0;-50.0;70.0;10.0
2108;-0.292;0.113;0.002;-1.926;-0.001;12.829;12.829;10.363;10.189;0.724;50.0;-50.0;70.0;10.0
2109;-0.235;0.12;-0.015;-3.174;0.0;12.738;12.738;10.376;10.197;0.737;50.0;-50.0;70.0;10.0
2110;-0.178;0.12;-0.032;-1.926;0.0;12.644;12.644;10.384;10.197;0.752;50.0;-50.0;70.0;10.0
2111;-0.123;0.12;-0.049;-1.301;0.0;12.546;12.546;10.386;10.197;0.769;50.0;-50.0;70.0;10.0
2112;-0.068;0.12;-0.067;-1.718;0.0;12.444;12.444;10.383;10.197;0.789;50.0;-50.0;70.0;10.0
2113;-0.015;0.12;-0.084;-2.134;0.0;12.338;12.338;10.374;10.197;0.81;50.0;-50.0;70.0;10.0
2114;0.038;0.12;-0.102;-1.926;0.0;12.23;12.23;10.361;10.197;0.834;50.0;-50.0;70.0;10.0
2115;0.089;0.12;-0.119;-2.342;0.0;12.117;12.117;10.343;10.197;0.859;50.0;-50.0;70.0;10.0
2116;0.14;0.12;-0.137;-1.718;0.0;12.001;12.001;10.32;10.197;0.886;50.0;-50.0;70.0;10.0
2117;0.189;0.12;-0.155;-1.301;0.0;11.883;11.883;10.292;10.197;0.915;50.0;-50.0;70.0;10.0
2118;0.238;0.12;-0.173;-2.342;0.0;11.762;11.762;10.26;10.197;0.945;50.0;-50.0;70.0;10.0
